video_uid,conversation_uid,conversation_id,level_label,stage,trajectory_type,n_turns,lag,lag_distance_observed,lag_distance_null_mean,lag_distance_null_sd,lag_distance_z
gravity,gravity::wired_gravity_12,wired_gravity_12,child,End,expert,8,2,1.0027918356876981,1.001060103800628,0.030306331675307253,0.05714092703872754
gravity,gravity::wired_gravity_12,wired_gravity_12,child,End,expert,8,3,1.0789544377060363,1.0013111061471796,0.035611522663059225,2.180286765423771
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Middle,joint,15,1,1.0627839641226278,1.0662745214505545,0.009776278924961983,-0.35704354946483535
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Middle,joint,15,2,0.9031018404443428,0.9273870041159342,0.02070618444369938,-1.1728459068653303
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Middle,joint,15,3,1.0841782169837515,1.0661021479819348,0.010311377844930534,1.7530216886294754
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Middle,partner,8,1,0.9959108781842206,1.0009044625598833,0.028663001258543503,-0.17421707973355507
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Middle,partner,8,2,0.9776085429566794,1.000241585493885,0.035605432150817726,-0.6356626270209689
gravity,gravity::wired_gravity_12,wired_gravity_12,child,Middle,partner,8,3,1.0230594612441437,0.9990379346543129,0.040800402554610836,0.5887570976212377
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,Beginning,joint,12,1,0.861878635949219,0.9897773345137312,0.030759709790567677,-4.157994319040414
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,Beginning,joint,12,2,0.9574464806506556,1.0129224164604438,0.022314338898708767,-2.4861115564126486
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,Beginning,joint,12,3,1.0154572637062063,0.9867983381063885,0.034971183679992614,0.8195011602141974
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,End,joint,13,1,1.0426822395794761,1.0302112980256337,0.011505741375927818,1.0838885688786637
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,End,joint,13,2,0.9238915329336499,0.9683543140711904,0.02237602111409648,-1.987072719981025
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,End,joint,13,3,1.0377997022419914,1.0303860793574808,0.013650627483232581,0.5430975897347484
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,Middle,joint,12,1,0.9761114174529272,1.0144211986519436,0.01938526525218437,-1.9762319834493667
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,Middle,joint,12,2,0.9461309412343265,0.9787036087479472,0.03111789124436453,-1.0467504773325402
gravity,gravity::wired_gravity_13,wired_gravity_13,teenager,Middle,joint,12,3,0.9913849009801292,1.0150405606225048,0.024150700687863375,-0.9795020007126932
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,Beginning,joint,11,1,0.919617167796618,1.0003429610229144,0.031022372178340505,-2.6021798965669807
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,Beginning,joint,11,2,0.8920577646395682,1.004019807607893,0.04804986105548275,-2.3301220962750175
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,Beginning,joint,11,3,0.9932862502584733,1.0019619687548462,0.03871994788131759,-0.22406327929379738
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,End,joint,11,1,0.9989053570454115,1.0633496859040934,0.048513070180526016,-1.3283910628387927
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,End,joint,11,2,0.984990333265827,0.9459905844281407,0.06414675818368495,0.607976925755314
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,End,joint,11,3,1.0752744968109693,1.0567298761570003,0.06284017030543262,0.2951077402214773
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,Middle,joint,10,1,0.946142273978865,1.0136501082281273,0.02943768405783291,-2.2932454236765794
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,Middle,joint,10,2,0.9284822440053413,0.9813936956694069,0.035149381488118664,-1.5053309453525086
gravity,gravity::wired_gravity_14,wired_gravity_14,undergraduate,Middle,joint,10,3,1.0317238374379951,1.0123267350471021,0.03686399084109739,0.526180208608026
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,Beginning,joint,11,1,0.9802386041364562,1.017611272390496,0.03093384994798219,-1.208147977600103
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,Beginning,joint,11,2,0.996071717131225,0.9796167606980934,0.033480941761468985,0.49147232925414536
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,Beginning,joint,11,3,1.047390642849797,1.0166539231318,0.03970549709555285,0.7741174891735505
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,End,joint,11,1,0.9461929399412539,0.9987680597269353,0.022536093653340347,-2.332929592608816
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,End,joint,11,2,0.950551053258292,0.9969410062851318,0.03644860844284405,-1.2727496332153534
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,End,joint,11,3,1.003489906766958,0.9995897774825829,0.029145195798619523,0.133817227076575
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,Middle,joint,10,1,0.8960701286049028,0.9827285913923879,0.029307418600606764,-2.9568780508594843
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,Middle,joint,10,2,0.9513496157588238,1.021172719855714,0.026293686081118674,-2.655508393972559
gravity,gravity::wired_gravity_15,wired_gravity_15,graduate,Middle,joint,10,3,0.9956918481758751,0.980368494461269,0.04050512731285793,0.3783065189809167
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,Beginning,joint,13,1,0.9977823493214384,1.003719612618056,0.02371072197401554,-0.2504041548428731
gravity,gravity::wired_gravity_16,wired_gravity_16,expert,Beginning,joint,13,2,1.0246225465846022,0.9915847914982769,0.06620055530376494,0.49905555829146214
