dataset,conversation_id,video_id,file_number,level,level_label,n_utterances,n_pairs,n_words,n_turns,embedding_dimension,k_used,pairwise_cosine_similarity_mean,pairwise_cosine_similarity_sd,pairwise_cosine_similarity_q10,pairwise_cosine_similarity_median,pairwise_cosine_similarity_q90,centroid_resultant_length,centroid_dispersion_cosine,radial_distance_mean_check,radial_distance_median,radial_distance_q90,pairwise_distance_mean,pairwise_distance_sd,pairwise_distance_q10,pairwise_distance_median,pairwise_distance_q90,pairwise_semantic_span,nearest_neighbor_distance_mean,nearest_neighbor_distance_median,knn_distance_median,maximum_available_rank,numerical_rank,total_variance,spectral_entropy,spectral_entropy_normalized,spectral_effective_rank,participation_ratio,pc1_variance_share,expert_n_utterances,partner_n_utterances,speaker_centroid_cosine_distance,speaker_centroid_euclidean_distance
wired,wired_gravity_16,gravity,16,4,expert,150,11175,2430,38,384,5,0.18933870985875811,0.13449280726169355,0.039746573514985874,0.16471559769100882,0.3736809846915606,0.4412970863938484,0.5587029136061517,0.5587029136061515,0.5325390947648665,0.7400758627658359,0.810661290141242,0.13449280726169358,0.6263190153084395,0.8352844023089911,0.9602534264850141,0.33393441117657463,0.40182694831016885,0.41754842799865116,0.540221912774038,149,146,0.8106612901412419,4.226330829762328,0.844599556302352,68.46555894904436,40.88099051543287,0.08993468255294099,52,79,0.07742303609848022,0.18658724427223206
wired,wired_hacking_16,hacking,16,4,expert,94,4371,1438,18,384,5,0.14860216143433663,0.11610762836619515,0.017974472018739272,0.13371076186019418,0.2935498952375912,0.397063704270316,0.602936295729684,0.602936295729684,0.5997023736812102,0.7248057256377965,0.8513978385656633,0.11610762836619516,0.7064501047624088,0.8662892381398059,0.9820255279812607,0.275575423218852,0.495993375050679,0.5110064515730264,0.6624241417867429,93,93,0.8513978385656634,4.0472876216642675,0.8929285783528681,57.241984372103126,40.70452173948382,0.06928341612631422,36,51,0.1627163290977478,0.24045592546463013
wired,wired_infinity_16,infinity,16,4,expert,47,1081,857,11,384,5,0.25396613821772984,0.15680355487225506,0.07188461830257357,0.23103319322234303,0.4728049749955163,0.5194604884942784,0.4805395115057216,0.48053951150572155,0.4393807088203411,0.6756150650029977,0.7460338617822702,0.15680355487225506,0.5271950250044837,0.7689668067776569,0.9281153816974265,0.4009203566929428,0.43713990871385067,0.4270151615008082,0.5124964525836405,46,46,0.7460338617822702,3.4287357585179348,0.8955489437224708,30.837631881860606,22.455543988615485,0.10963248673851433,22,22,0.15620654821395874,0.31215590238571167
wired,wired_internet_16,internet,16,4,expert,72,2556,1306,28,384,5,0.18322420795287453,0.14375016366147664,0.01367678075255415,0.16277678878991955,0.38228717841054927,0.4410989868224039,0.5589010131775961,0.558901013177596,0.5250309770596764,0.7809063662127421,0.8167757920471254,0.14375016366147664,0.6177128215894507,0.8372232112100804,0.9863232192474458,0.3686103976579951,0.45203770344133143,0.4429011663975138,0.6108353495409482,71,70,0.8167757920471255,3.793958809167931,0.8900407533772582,44.43195017413807,30.583419826012356,0.09995052203302753,26,39,0.12678629159927368,0.2370622307062149
wired,wired_laser_16,laser,16,4,expert,111,6105,1330,42,384,5,0.1638444626589754,0.14158333897655306,0.015813579549057398,0.13322007374243228,0.35238139977457505,0.41397753010014143,0.5860224698998586,0.5860224698998587,0.5938318533251093,0.7664094368533428,0.8361555373410247,0.14158333897655306,0.647618600225425,0.8667799262575677,0.9841864204509425,0.33656782022551757,0.4217484586248714,0.44754528879575584,0.6233704835758198,110,107,0.8361555373410248,4.043491097002996,0.8602293345227784,57.0250757767262,34.18713936792062,0.11187795896484207,33,58,0.2123095989227295,0.29754891991615295
wired,wired_machine_16,machine,16,4,expert,62,1891,1169,18,384,5,0.16428620062112406,0.12353194650836348,0.023433163972022563,0.14923990893424394,0.329210786322502,0.42162240861915257,0.5783775913808474,0.5783775913808474,0.5788918528634072,0.7289061176639541,0.8357137993788759,0.1235319465083635,0.670789213677498,0.850760091065756,0.9765668360279774,0.30577762235047945,0.5143496468015996,0.5553445293662209,0.6662591758531153,61,61,0.8357137993788756,3.7311806681339847,0.9076368654002275,41.72834642019173,31.484457201465947,0.08289615661230282,25,32,0.15504932403564453,0.2553704082965851
wired,wired_memory_16,memory,16,4,expert,81,3240,1612,18,384,5,0.21798161488755502,0.13697892807631312,0.061384643150898276,0.2006503282886566,0.4053280587575787,0.4771123168101052,0.5228876831898948,0.5228876831898948,0.5116633334583147,0.6970273255725559,0.7820183851124449,0.13697892807631312,0.5946719412424212,0.7993496717113434,0.9386153568491017,0.3439434156066805,0.4515503165695883,0.42178329667295167,0.5790961470692978,80,80,0.782018385112445,3.87096592656537,0.8833734363765351,47.98871727780663,32.888450495432934,0.08905025714635653,34,40,0.14814132452011108,0.28131207823753357
wired,wired_moravec_16,moravec,16,4,expert,53,1378,970,13,384,5,0.19254735184838231,0.12604721249283374,0.04571947035715927,0.1760831968529521,0.36026255482888014,0.4558314463416105,0.5441685536583896,0.5441685536583896,0.5434737476601098,0.7404986464504828,0.8074526481516177,0.12604721249283374,0.6397374451711199,0.8239168031470478,0.9542805296428407,0.31454308447172086,0.5075724568161246,0.4837943243779528,0.6504513303981581,52,52,0.8074526481516175,3.63411357829126,0.9197391599007658,37.86827075810009,29.486749589749007,0.08559951933018536,17,30,0.19838738441467285,0.32137465476989746
wired,wired_nano_16,nano,16,4,expert,83,3403,1408,15,384,5,0.20028655286483535,0.1361228709087529,0.047660267527271545,0.1817662698949574,0.38795833177405176,0.4581720797228353,0.5418279202771648,0.5418279202771645,0.5374284447848894,0.6795334812388598,0.7997134471351647,0.1361228709087529,0.6120416682259483,0.8182337301050426,0.9523397324727284,0.3402980642467801,0.4381611014347636,0.41850871234091824,0.5797256992843173,82,82,0.7997134471351645,3.850293988799813,0.8737325372362044,47.00688069682876,31.81398541986137,0.08043020691458433,20,57,0.235479474067688,0.36464056372642517
wired,wired_neuro_16,neuro,16,4,expert,23,253,417,11,384,5,0.2137478100120508,0.14080180637244227,0.03997856357305962,0.19666876074902176,0.41692107442659376,0.4979283962957061,0.5020716037042938,0.5020716037042938,0.4888337168379455,0.6538956938493614,0.7862521899879492,0.14080180637244227,0.5830789255734061,0.8033312392509783,0.9600214364269405,0.37694251085353436,0.5431043136755463,0.5442020649780486,0.667643348249978,22,22,0.7862521899879494,2.9120823875560715,0.9421036532164706,18.39506436420535,15.861522472304307,0.11284671885607135,14,9,0.2611846327781677,0.3837154507637024
wired,wired_nuclear_16,nuclear,16,4,expert,44,946,849,11,384,5,0.20845512690250023,0.1463953078488915,0.03774259247017078,0.18934212246718046,0.4020002543683223,0.4758621471700198,0.5241378528299803,0.52413785282998,0.5166547596174578,0.7082884004807196,0.7915448730974998,0.1463953078488915,0.5979997456316777,0.8106578775328195,0.9622574075298292,0.36425766189815156,0.4651307887846097,0.44560236764482153,0.6291449047968243,43,43,0.7915448730975,3.391523088788387,0.9017130129921292,29.71117057667491,21.622795528646172,0.12874311289367335,16,26,0.14859634637832642,0.2719869315624237
wired,wired_sensing_16,sensing,16,4,expert,56,1540,882,27,384,5,0.17081494896826968,0.1527811827252339,0.018151963868369158,0.1376781282100957,0.35491375893613925,0.43083851369109355,0.5691614863089065,0.5691614863089065,0.5697728262216022,0.6773707932686608,0.8291850510317302,0.1527811827252339,0.6450862410638607,0.8623218717899043,0.9818480361316309,0.33676179506777015,0.42670311439030073,0.4866267577919683,0.6521789005001617,55,50,0.8291850510317302,3.4646207467239454,0.864570173374031,31.96433489535009,21.181875418628817,0.1419753953881526,12,33,0.23254162073135376,0.3442024886608124
wired,wired_sleep_16,sleep,16,4,expert,31,465,823,13,384,5,0.306911913771192,0.22418754620678852,0.0179742812842801,0.3082108199240683,0.5939584184201595,0.5738201756405236,0.42617982435947643,0.42617982435947643,0.30763121808133986,0.7880193469176593,0.693088086228808,0.22418754620678852,0.40604158157984055,0.6917891800759317,0.98202571871572,0.5759841371358794,0.3968749235117667,0.34195668960302006,0.44653698423403165,30,30,0.693088086228808,2.9867309203801526,0.8781410148330014,19.820780754477553,13.797186958485335,0.17730209171282094,21,10,0.1515728235244751,0.3441413342952728
wired,wired_time_16,time,16,4,expert,63,1953,1182,23,384,5,0.19896568892094815,0.13204850358803039,0.04315454216039283,0.1800883800977749,0.37933503731556734,0.4600875126055219,0.5399124873944781,0.5399124873944781,0.5141039943355794,0.738315639026353,0.8010343110790518,0.13204850358803039,0.6206649626844326,0.8199116199022252,0.9568454578396072,0.33618049515517456,0.5007628086626869,0.4834012127646091,0.622609896619935,62,62,0.8010343110790519,3.7571146841317935,0.9103446443968275,42.824684805802875,31.911495174597526,0.08366446451112161,23,34,0.10774582624435425,0.22831718623638153
wired,wired_zero_16,zero,16,4,expert,107,5671,905,49,384,5,0.1934275858920325,0.1592755789069476,0.04771260143646941,0.1578515721795829,0.3710021652583811,0.4482919203342469,0.5517080796657531,0.5517080796657531,0.5623034178795149,0.6946668986883432,0.8065724141079675,0.1592755789069476,0.628997834741619,0.8421484278204171,0.9522873985635306,0.32328956382191165,0.3172865804531268,0.34342682886860665,0.5381768991773281,106,86,0.8065724141079674,3.7459696111595346,0.803263328964475,42.350050399133295,24.321803366949062,0.13867053593135123,39,23,0.204928457736969,0.3228185474872589
